uleft0,uright0,bleft0,bright0,uleft1,uright1,bleft1,bright1,uleft2,uright2,bleft2,bright2
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-20.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-21.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-22.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-23.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-24.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-25.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-26.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-27.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-28.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-5-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-5-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-5-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-29.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-21.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-21.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-22.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-25.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-26.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-27.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-28.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-29.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-6-30.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-7-30.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-6-30.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-7-30.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-6-30.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-7-30.tiff
